,Unnamed: 0,Tweets,Dates,Longitude,Latitude,Sentiment
16,16,Human Transmission Of New Coronavirus May Be Occuring; Ebola Outbreak Stabilizes https://t.co/Ti4FmO91AV… https://t.co/J1UpXXu67n,2020-01-16,24.627750584727025,7.798326328015386,neutral
17,17,#Ebola en #RDC        https://t.co/XOq82C1HMd,2020-01-16,14.451428660641898,5.274535795663709,neutral
18,18,"This update includes news on the #Ebola vaccine, #infectious disease in China, #dengue in SEA, #tobacco control,… https://t.co/vxDmJCAlvr",2020-01-16,28.82104827678068,5.100526913145034,positive
19,19,"Amahugurwa y’abanyamakuru kuri Ebola: Abanyamakuru bakwiye kuba nyambere mu gutanga amakuru yizewe, kugenzura neza… https://t.co/atS2SZRu2G",2020-01-16,23.441450478904542,4.5974108751054255,neutral
20,20,"La Enfermedad X necesita investigación urgente como el Ébola 2019
Las enfermedades virales son una de las https://t.co/S0cEP9nWUK #ebola",2020-01-16,17.195994467662583,-6.0778612559283385,negative
21,21,Journalists from different media houses are being  enlightened on how to report public health emergencies… https://t.co/TqTwAl71mi,2020-01-16,27.53545897484785,1.046972712047809,positive
22,22,Journalists from different media houses are being  enlightened on how to report public health emergencies… https://t.co/jRTGecIuOX,2020-01-16,27.187071405300905,3.7253516705874006,neutral
23,23,"""El #Ebola mata dos veces"".
Artículo de @Hache_Hache 
https://t.co/ueSFTopdb1",2020-01-16,20.282912365262135,5.736610028233894,positive
24,24,"“Media will internationalize a Public Health crisis and this will help in tackling it... “ -Rajat Madhok 

#Ebola… https://t.co/WEyWl1Odap",2020-01-16,30.300868037862756,8.701564827470081,neutral
25,25,"@VincentCrypt46 @Jordan_Sather_ Virus?  #Ebola
Vaccine by J&amp;J approved JUST LAST WEEK 

https://t.co/b7u0452GaA

An… https://t.co/JJ6N75CgEk",2020-01-16,9.983369762649394,7.418720243400195,neutral
26,26,"“In early 80s and 90s American Journalists massively informed the world about HIV,  never underestimate the role of… https://t.co/5eB5urnWxX",2020-01-16,13.391458889604,8.10977675976228,neutral
27,27,"@RajatMadhok : the media helps set the agenda, monitors appropriateness of response to the emergency and helps to '… https://t.co/ZH81Scgz6d",2020-01-16,19.571995603152654,1.3903862685827888,neutral
28,28,@unicefrw communication Expert shared his experience on the role of Mass Media in informing the public about the pr… https://t.co/buaXW3Teu9,2020-01-16,24.885135798073296,6.852150418924741,neutral
29,29,#Ebola-Ausbruch: Tod aus dem Regenwald https://t.co/7iwbl2Fo3n https://t.co/2jb5OZTCiw,2020-01-16,16.714556910672666,2.3630684532700905,neutral
30,30,“The Mobile Journalism is and will be key in informing communities about a certain Public Health Emergence like… https://t.co/o4Gw3Tw5gE,2020-01-16,18.75022438161065,8.880298425924577,neutral
31,31,"With @RBCRwanda and @arjrwanda, we're training journalists from across Rwanda on #Ebola. 

#TwirindeEbola https://t.co/LsCz7sSdFl",2020-01-16,16.184975357825916,3.8744343287691745,neutral
32,32,Zones de santé les plus affectées par le #virus #Ebola en #RDC et nombre de #vaccinations effectuées https://t.co/2IyVqjaegm,2020-01-16,20.920962456886674,3.948924413053408,neutral
33,33,Local and international journalists being empowered with knowledge on how to better report public health emergencie… https://t.co/k1MyXlz0n6,2020-01-16,21.087948779575292,2.4455852888198297,neutral
34,34,Cumul des cas d '#Ebola en #RDC au 14 janvier 2020 https://t.co/3pgeVkkJOH,2020-01-16,24.80050332579054,0.9305450637768975,neutral
35,35,Suivi de l '#épidémie d' #Ebola en #RDC au 15 janvier 2020 https://t.co/hVbgL0SE3Q,2020-01-16,21.985493824689687,1.7911561758359986,neutral
36,36,Mr @AldoHavugimana chairman of @arjrwanda officiated a 3 days training of Journalists on Ebola prevention. He insis… https://t.co/CarV6BzXdD,2020-01-16,29.71768936079316,1.316580560288771,neutral
37,37,@RwandaHealth spokesman Kayumba: Media is a core partner in preventing and preparedness for epidemics. #Ebola #Rwanda @unicefrw @arjrwanda,2020-01-16,17.384048201916464,6.318392062423245,neutral
38,38,"“You will never report or write on Public Health Threat like #Ebola when you don’t even understand the Virus, Commu… https://t.co/PEBwm4Amdl",2020-01-16,23.04600429839715,8.650612379261485,neutral
39,39,In his Welcome remark Mr @AldoHavugimana a journalist and the President of @arjrwanda focused on the role of the me… https://t.co/rjDjOAEIEQ,2020-01-16,21.19540351658431,4.12408216385506,neutral
40,40,Happening now at Hilltop Hotel is the training on Public Health Emergencies reporting and writing focusing on… https://t.co/1Zp6q3MECq,2020-01-16,19.429350626220756,6.214541976360346,positive
41,41,"Mise à jour #Ebola #RDC (provinces d'Ituri, N Kivu &amp; S Kivu) au 15 jan; données du 14 jan 2020. Trois (3) nouveaux… https://t.co/2efw7HzUpT",2020-01-16,22.376950129159997,3.040961224290674,neutral
42,42,Learn more about what @Cardno's @P4_Project and partners are doing to improve public health outcomes across the glo… https://t.co/VCVMGSmZp2,2020-01-16,18.557125713470356,4.788507076731739,neutral
43,43,@HassanRouhani The story about the #Congo #Ebola crisis truly broke my heart. Nothing gets past me. Killing Medical… https://t.co/w57QCITfEd,2020-01-16,23.704944374653202,-0.7972632433950011,neutral
44,44,"It is amazing how the Red Cross volunteers have been supporting the response to #Ebola in #DRCongo, and how efforts… https://t.co/dc10yZFuwv",2020-01-16,22.860748835867245,3.4679973860324393,positive
45,45,"In #DRCongo, misinformation about #Ebola persists even as cases slow. 

Sharing information with at-risk communitie… https://t.co/hFxTtZ1lwv",2020-01-16,23.511607553258262,3.013690792690694,neutral
46,46,Heridos graves dos voluntarios de @CruzRojaEsp  por un ataque en el entierro de un enfermo de #ébola en RDC https://t.co/DzBe6ZN1Uj,2020-01-16,17.899017818498375,0.9221269040209212,neutral
47,47,"Protective clothing limits the interaction doctors in DRC can have with #Ebola patients. Frustrated by this, a Cong… https://t.co/Mr9A4RxDBZ",2020-01-16,19.478240543804123,9.913472643121287,neutral
48,48,"BBC Newsday interviews @CIFOR scientist on deforestation, bats and Ebola study: Suspected Ebola carriers often thri… https://t.co/qCS8rzbZf8",2020-01-16,17.295014267961804,-1.6481565426955882,positive
49,49,A short and clear read about why it is important to involve communities and negotiate a compromise between… https://t.co/csy2AQHt2W,2020-01-16,29.610150437904093,-2.209822337316468,neutral
50,50,#Rougeole et #Ebola en #RDC  https://t.co/IUvaLwRmj5,2020-01-16,21.25700145650721,2.787411690603566,neutral
51,51,"@MSF: DRC #Ebola outbreak crisis update, January 2020 https://t.co/CxQf89yvpT via @msf",2020-01-16,25.032470922951177,10.334668511313406,neutral
52,52,@NicolasJSimard @karinagould @LongondoEteni Le focus sur le système de santé est primordial car il n’y a pas qu’… https://t.co/zkT6rZP9Wh,2020-01-16,24.333780474938003,7.957065750013081,neutral
53,53,"@OmariMemes MEGA #BIGFAX

#BattleMemesByOmari #HeyGuysItsOmariPlzBeMyFanCuzImLonely #Oxygen #DragonBallMeme… https://t.co/7zap3kIz4m",2020-01-16,23.033604100741506,3.7674393945915328,neutral
54,54,"MEGA #BIGFAX

#BattleMemesByOmari #HeyGuysItsOmariPlzBeMyFanCuzImLonely #Oxygen #DragonBallMeme #DragonBallSuper… https://t.co/mgPvmrAnN4",2020-01-16,24.34385013400601,1.010030939293026,positive
55,55,Nope. Can't hold it in any longer. Just curling up remembering every person I've ever met affected by a disaster in… https://t.co/qXV3ZGJhPI,2020-01-16,23.8863629954476,-0.510941891666441,neutral
56,56,US approves @Merck ’s #Ebola vaccine https://t.co/tWia0RwL0E,2020-01-16,22.3870069264057,5.7307896512030885,neutral
57,57,"Can you believe #Ebola still lingers in #DRC? Compound crises of disease, violence, refugees &amp; distrust. Even with… https://t.co/BQjeueB4hu",2020-01-16,25.76342104636669,2.715678103830223,positive
58,58,"This was a huge issue in 2018. Here is update on the human crisis #ebola in a war zone. Africa.

https://t.co/Q24jr94Vkd",2020-01-16,19.554318035784124,-7.598800756935107,negative
59,59,#HeikoMaas will für #Ebola-Massen-Infektion in #Deutschland sorgen https://t.co/j8rpBChI8T #anonymousnews via @anoynews,2020-01-16,12.130996257946919,2.118210519887514,positive
60,60,@UNICEFDRC Bravo et merci pour l’excellent travail.   On ne parle pas assez de tous ces héros dans l’ombre si impor… https://t.co/nrnYqrA1py,2020-01-16,17.723855446482688,2.988479258155351,negative
61,61,.@NewsHour video  PBS Newshour: How war and misinformation are complicating the #DRCongo #DRC's #Ebola battle https://t.co/mi2KVCkJ8q,2020-01-16,21.819696277741635,-1.674443845871691,neutral
62,62,"@dahboo7 🚨🇺🇸🤯😶🤔🤔
WHAT'S UP
#Kentucky??! #Cyber #attacks #SecurityThreats-
ALERTS!! #Law Makers whisked away by #DHS… https://t.co/7v7ttP3sdJ",2020-01-16,20.880279437627415,-0.8298169815996816,neutral
63,63,Cases traced to Mabalako still fueling DRC Ebola outbreak https://t.co/DP4hpoEgEv  @CEPI #Profectus #Ebola,2020-01-16,21.62690382667905,8.611555534496773,negative
64,64,fighting the #Ebola virus in a war zone; when attacks are being made on medical teams: special correspondent… https://t.co/TYzEOB0UGS,2020-01-15,24.892221094792085,2.808103516890224,neutral
65,65,"Today Rwandan Journalists start a training workshop on Communicating in Public Health Emergencies. @arjrwanda,… https://t.co/QQHH4Zfxkh",2020-01-15,22.190821054150142,2.350722943318833,positive
66,66,"Hey!
The nightly news is actually talking about #Ebola in the #Congo",2020-01-15,24.343765223044517,0.9816837617975303,neutral
67,67,Las otras formas de matar que tiene el ébola: https://t.co/2rvpi34LQm #Ébola,2020-01-15,24.841001103542904,-0.9602037626950075,neutral
68,68,"#Butembo: lancement d’une campagne de vaccination anti-#Ebola

#RDC
 https://t.co/L85MIO20VQ via @ElectionNet",2020-01-15,28.838366821307,8.093956943710651,neutral
69,69,@Presidence_RDC Qui va payer  ça apres? #Ebola n'existes pas,2020-01-15,22.742752084122987,0.026951214470566143,neutral
70,70,"Tonite @NewsHour - Phase one #ChinaTradeDeal signed. What's in it, what's not, what now? @nickschifrin reports,… https://t.co/rInssawWd4",2020-01-15,20.22350326011816,-0.8308788499667603,neutral
71,71,Report Signs immediately #Ebola https://t.co/JmdOtY5lqM,2020-01-15,20.802804977520363,8.063084635396955,neutral
72,72,@CIDRAP: Cases traced to Mabalako still fueling DRC #Ebola outbreak https://t.co/kRaPN31v8k,2020-01-15,23.242616083814077,-0.16756864773218805,neutral
73,73,Cases traced to Mabalako still fueling #DRCongo #Ebola outbreak https://t.co/icjsKiIPMd https://t.co/E5nOh2n3LW,2020-01-15,28.644243928478843,7.398439951499125,neutral
74,74,"The @US_FDA has approved the #Ebola vaccine Ervebo. 

It's given through a single injection 10 days ahead of potent… https://t.co/5g1n1HW90V",2020-01-15,25.861047095081126,-4.109445956853438,neutral
75,75,"[Film] « #Ebola, c'est pareil au massacre à la machette ». #RDC 
https://t.co/8FadfifZiv",2020-01-15,28.27565934637965,3.7087218207532695,neutral
76,76,"Jan 14, 2020 #Ebola @MinSanteRDC 
•Since start of epidemic, cumulative cases 3,403: 3,285 confirmed 118 probable. t… https://t.co/z3bqdqgjwi",2020-01-15,29.23751542720024,-0.12561507692125407,positive
77,77,@WHOAFRO 2. The North Kivu-Ituri #Ebola outbreak shows little sign of letting up — though it looked like it might b… https://t.co/rwjXWW3la9,2020-01-15,22.644841646939287,9.23118260130077,neutral
78,78,Encore un jour triste pour la #RDC. Une equipe de la Croix-Rouge @crrdc1 et @ifrc attaquée avec deux volontaires bl… https://t.co/QmgNYbZFRK,2020-01-15,18.025123001049902,8.24536532416506,neutral
79,79,"DRC reports a health care worker has contracted #Ebola. The person, who was vaccinated (no indication how long ago)… https://t.co/38fNMNEHBE",2020-01-15,25.97112577760268,0.28294542105160403,positive
80,80,"The apparent #assassination of #AmbassadorYovanovitch is barelymaking a blip on most major news networks!
What the… https://t.co/ssLrULmB2P",2020-01-15,19.0095461476869,4.690389221699112,neutral
81,81,".@newhumanitarian  --In Congo’s #Ebola zone, misinformation persists even as cases slow  #DRC #DRCongo  by… https://t.co/klRv5FXtpL",2020-01-15,21.370211621051368,2.523003890608998,neutral
82,82,@CongopresseN @juantedbelkas @kabund_jmkkrock @auguyka70 Ce support est vraiment le bienvenu pour faire face àa cet… https://t.co/Yh9u0kgmrA,2020-01-15,18.478110628113363,9.634834315210533,neutral
83,83,"NIH Video Replay: Demystifying Medicine - #Ebola: Then, Now and the NIH/ Daniel Chertow, MD, MPH, CC, NIH and Nancy… https://t.co/PblELOvGb8",2020-01-15,19.06802987907014,4.054532386108147,neutral
84,84,"With #Ebola comes stigma because of misinformation&amp;misrepresentation.

Our programs aim to counter the disease, ref… https://t.co/yfiW5RhebX",2020-01-15,20.003811418467944,2.0524678467905977,neutral
85,85,@ombaggio Since when are communities unable to bury their own people with the necessary care to avoid Ebola transmission?  #ebola,2020-01-15,27.22426568312481,12.214658743744508,neutral
86,86,Proud to be part of the RAPIDE-TKM trial team #ebola #research https://t.co/k2tqPkBjxY https://t.co/tzB10q8vgN,2020-01-15,21.647387999620626,2.9813832037976797,positive
87,87,For #WednesdayWisdom - what will it take to end Congo's #Ebola outbreak for good in 2020? Five practical suggestion… https://t.co/rdYLdxC0NO,2020-01-15,20.232790024440916,13.164756726506369,neutral
88,88,"Make time to read this, it captivating! @HelenBranswell dives into how all the right elements came together leading… https://t.co/wgdMUK9v60",2020-01-15,19.51605743739897,0.21691159935319915,neutral
89,89,#RDC #Nord-Kivu  NZANZU KASIVITA CARLY appeler aux actions intenses pour éradiquer la maladie à Virus #Ebola qui a… https://t.co/fVb0tdVhrz,2020-01-15,14.98136955780856,11.14188182725821,neutral
90,90,#RDC #Nord-Kivu Une grande délégation de l'inter agences des @ONU_fr venue de New York a été reçu par le gouverneur… https://t.co/Myrd3MMHNW,2020-01-15,23.571532929625498,-1.0831583816154868,neutral
91,91,"#Mambasa Survivor speech once discharged : ""I'm happy, really happy. Just want to thank God who helps me to survive… https://t.co/h6rfZQAvw5",2020-01-15,16.58141732424081,5.910050979582556,neutral
92,92,Un #Vaccin contre #Ebola approuvé pour l'usage aux USA        https://t.co/E3laY1onCj,2020-01-15,16.552561059405765,11.79104557143508,neutral
93,93,"In Congo’s #Ebola zone, misinformation persists even as cases slow: https://t.co/MsE7CsQfJn via @newhumanitarian… https://t.co/5XilpnvuD5",2020-01-15,27.30073047076055,5.076272147466507,neutral
94,94,#Mambasa Health zone. Great event! #Ebola Survivor discharged from Treatment Unit. Important ceremony full of hope… https://t.co/jZbNBdxb5P,2020-01-15,24.911955661848808,9.868989250766408,neutral
95,95,"Les habitants de #Ndindi, une cellule de #Beni réclament une meilleure surveillance des personnes contacts d’#Ebola… https://t.co/K5JcIl1dxu",2020-01-15,23.00946038205819,2.4693713666939887,neutral
96,96,"Les habitants de #Ndindi, une cellule de #Beni réclament une meilleure surveillance des personnes contacts d’#Ebola… https://t.co/U8KtYNER0Q",2020-01-15,20.509526561013722,4.371657521809402,neutral
97,97,"Les habitants de #Ndindi, une cellule de #Beni réclament une meilleure surveillance des personnes contacts d’#Ebola… https://t.co/Dq6HbBEppK",2020-01-15,24.09132542861026,1.0516445998572572,neutral
98,98,Great article on problems associated with the #ebola outbreak in #Beni and #NKivu. Explains why local people are so… https://t.co/YQUmqAUFwJ,2020-01-15,25.818034139711756,4.662676289646574,neutral
99,99,https://t.co/506KgDL2Lx – learn the TRUTH  Great resource 🎯to learn from &amp; disseminate🎤🌎🗣 #ebolawebsite #Ebola… https://t.co/F1AI6hoVVc,2020-01-15,18.85181828841953,-1.751206864261281,neutral
100,100,@WarChildCan @worldvisioncan @CBelieveCA @mmm_org @genevacall @Prog2030Can @Fondation_PGL @SaveChildrenCan… https://t.co/yPamGJVI69,2020-01-15,23.48284769084373,6.899178286718556,positive
101,101,Here are ten big moments that will stick with us—and could continue to shape #TheFutureOf health for us all &gt;&gt;… https://t.co/q8LvoCRz43,2020-01-15,19.060887187881935,8.057340932249108,neutral
102,102,@WarChildCan @worldvisioncan @CBelieveCA @mmm_org @genevacall @Can2030Agenda @Fondation_PGL @SaveChildrenCan… https://t.co/7GDkbACDyK,2020-01-15,20.263798527168994,-1.123319205943237,neutral
103,103,"I’m walking around this beautiful museum and found #kentbrantly  pic, proud to be part of #emory #Ebola https://t.co/2h9CfnsGYR",2020-01-15,21.26131545367071,-0.354419330357417,neutral
104,104,Canada va allouer 56 millions de dollars dans le cadre d’appui dans le domaine de la santé en #RDC. C’est une répon… https://t.co/SbUgWTCZh1,2020-01-15,21.24383667173286,-0.12752279414833634,positive
105,105,"Red Cross volunteers attacked during #Ebola burial in #DRCongo👉 https://t.co/7paxzbYB2N

📷: @IFRC https://t.co/pDmviJu1Q6",2020-01-15,14.886889909861559,3.072611627945504,negative
106,106,@GrumFromNorwich @HighWireTalk So you only listen to scientists with conflicts of interest? Gotcha.  Good to know l… https://t.co/eSNKVNnTH8,2020-01-15,23.424791206792317,6.917261969817542,neutral
107,107,"DRC #Ebola: CMRE update, January 14 https://t.co/VegSUwl0rr",2020-01-15,22.367841047347067,12.989697635251218,negative
108,108,Pharmacokinetics of TKM-130803 in #SierraLeone patients with #Ebola virus disease @EBioMedicine. A huge logistical… https://t.co/0Pr33ZUM9f,2020-01-15,13.247777488458839,0.5931948503493887,positive
109,109,Important article on #Ebola #EbolaVirus #EbolaVaccine #EbolaEpidemic #MaternalDeath #FetalDeath and the exclusion o… https://t.co/X6m0E2KUTJ,2020-01-15,18.9913636349566,0.04491031148778557,neutral
110,110,DR Congo: Red Cross volunteers attacked during #Ebola burial https://t.co/dA1YOQSst4,2020-01-15,23.928848043198897,5.096329576924452,negative
111,111,Research in @TropMed_IntHlth: https://t.co/Y5M3keU1oj #Ebola,2020-01-15,19.922343752882558,1.2334558325757112,neutral
112,112,Enfermedad por el virus del Ébola • Brote de ébola en Guinea • Brote epidémico • República https://t.co/BV2LnWdDw6 #ebola,2020-01-15,24.47489144255794,4.4236225280361765,neutral
113,113,🎧 Ce matin sur @RFI nous faisions le point sur les deux épidémies qui ravagent actuellement la République Démocrati… https://t.co/klkioPjWsY,2020-01-15,21.607270786862532,-3.2458967617601413,neutral
114,114,A un paso de hallar la #cura del Ébola 🎯 #TodoEnUnSóloLugar https://t.co/fYT7U4A3Er #ebola #enfermedades,2020-01-15,27.959119964202838,0.2456412563966448,neutral
115,115,@rodrah1 Très possible. C'est la Croix-Rouge et le service de Protection Civile de la RDC qui enterre désormais tou… https://t.co/Ya0YPGFZzv,2020-01-15,22.544626759716255,6.431930610859071,positive
116,116,"What we're reading, in @statnews by @HelenBranswell: ‘Against all odds’: The inside story of how scientists across… https://t.co/pQQxhMdIgZ",2020-01-15,23.766067213694054,5.972371342306138,neutral
117,117,"Interesting read, relevant questions 
#DRC #Ebola #HumanitarianAction 
What Will It Take To Finally End Congo's Ebo… https://t.co/XREjaLs3Qg",2020-01-15,31.47557555428586,0.8426115438624486,positive
118,118,Dit zou niet mogen gebeuren. Twee hulpverleners van het Rode Kruis zijn aangevallen tijdens een begrafenis van een… https://t.co/DNq9OrkUnP,2020-01-15,20.04918326630863,3.043975112882049,positive
119,119,"On a front line, our volunteers are taking these hits while making THE difference in the #Ebola fight. The job of p… https://t.co/ZyHu982mAX",2020-01-15,11.136804673715798,8.199108481370853,neutral
120,120,Here we are in the middle of #ClimateCrisis #WWIll #Flu #Ebola and #BedBugs then all of a sudden #BillieEilish,2020-01-15,20.935283173834765,-0.513721386166111,positive
121,121,First FDA-approved treatment for preventing #Ebola virus @AmerNurse2Day | #ECM https://t.co/sr90VGdv2G,2020-01-15,17.21488173236487,0.18808131058869781,positive
122,122,#RDC: Des volontaires de la Croix-Rouge attaqués lors de l'enterrement d'#Ebola dans le territoire de #Mambasa. Deu… https://t.co/DuyT7xUWy5,2020-01-15,30.556638692449702,9.594339709657177,neutral
123,123,This is Judie Alimonti; one of the lab technicians who worked quietly for years on the #Ebola #vaccine.  Without he… https://t.co/qIPTVFPqhw,2020-01-15,20.799943875257764,4.0366786763673135,negative
124,124,"#Biakato Mine, #Mandima Health zone. A Soldier convinced by @BarakaHumudi and @WHO #RCCE colleagues is now seated a… https://t.co/enCNmz6cQy",2020-01-15,16.564488322538786,4.576355899059818,positive
125,125,#EBOLA #RDCongo « Nous avons besoin que les personnes qui seraient contaminées se sentent en confiance. C’est indis… https://t.co/GSIl0eNVLC,2020-01-15,23.622365439367577,6.000650261079648,neutral
126,126,Very excited our review on research exploring post-infection #vaccine use to treat dangerous #pathogens like #Ebola… https://t.co/GAC9s15Blo,2020-01-15,14.12946104979051,1.8870204099509342,neutral
127,127,I dag ble to frivillige #ebola-arbeidere fra Røde Kors skadet i et angrep under en begravelse i #DRCongo. De får nå… https://t.co/vpDcrvRzuN,2020-01-15,25.014945408786264,-2.820368303985317,neutral
128,128,Dr. Amit Uppal of NYC Health + Hospitals @BellevueHosp #inManhattan is known as a driving force for safety. He shel… https://t.co/eM5xr1twpl,2020-01-15,20.516631399924105,6.3870089241132195,neutral
129,129,Specialist technique used to study drugs completed for first time during #Ebola outbreak https://t.co/WDw8XUS6Y7,2020-01-15,24.834568438515745,4.339652078239172,positive
130,130,"#EBOLA #Suisse Si des progrés ont été réalisés sur la #vaccination, les traitements et la prévention de la maladie,… https://t.co/WFvXCqcNbp",2020-01-15,19.55476700504898,7.430858131342108,neutral
131,131,"New UofG research by Dr Janet Scott in @EBioMedicine
reveals a specialist technique used to study drugs has been co… https://t.co/F0EfisT6Sk",2020-01-15,22.276571761921616,5.855368880619197,neutral
132,132,"Glad to share our paper:
Pharmacokinetics of TKM-130803 in #SierraLeone patients with #Ebola virus disease… https://t.co/at5psDS2Rr",2020-01-15,26.993985261824534,3.0722312715466904,neutral
133,133,I often feel very lucky to know @ryanlenorabrown &amp; particularly so when she writes stories as compellingly &amp; sensit… https://t.co/8ziUaY7VXr,2020-01-15,22.20244144377749,2.5675133807232005,positive
134,134,"Im Osten der Dem. Rep. #Kongo toben bewaffnete Konflikte, die Menschen leiden unter #Ebola und Hunger. Die Welthung… https://t.co/rMsBNS4NaP",2020-01-15,23.635092301663917,7.420445249080933,neutral
135,135,#FredNatLab’s Clinical Monitoring Research Program Directorate provides high-quality research support services to a… https://t.co/Wg4l8eI2qO,2020-01-15,20.120877866835006,1.7397244927341688,neutral
136,136,"Stepping up to the challenge: studying drug dosage during an #Ebola outbreak - joint study of @UofGlasgow,… https://t.co/lnO3sCm3aN",2020-01-15,30.266360344310414,9.638648241838649,neutral
137,137,"🩺2.89 metric tons of medical and non-medical supplies and equipment delivered to hubs in Beni and Butembo daily 

P… https://t.co/CyGXXFL8P4",2020-01-15,24.554417590970502,12.708297993426662,positive
138,138,Röda Korsets lokala volontärer har genomfört enastående 20 000 säkra begravningar sedan #Ebola bröt ut i Kongo förra sommaren.,2020-01-15,26.8518106460442,1.9029848996261127,neutral
139,139,Två Röda Kors-volontärer attackerades och skadades i samband med en säker begravning av en person som dött av… https://t.co/8sgqfJfWJ4,2020-01-15,19.102800438526906,4.514508206472642,positive
140,140,"The science stories that shaped 2019: first image of a #blackhole, progress in fight against #Ebola, and promise an… https://t.co/86uuejQOwl",2020-01-15,28.80188059328278,2.614855406105675,neutral
141,141,"#DYK that #Ebola in Sierra Leone was initially seen as “a god-sent disease?

""Deaths, especially the ones connected… https://t.co/BCZ5JUPFWs",2020-01-15,17.247619181507808,4.669460021809192,neutral
142,142,#Ebola #EbolaDRC #EBOV in the DRC: 503 suspected/3403 total confirmed &amp; probable cases (118 probable/3285 confirmed… https://t.co/btU9Dw7GoG,2020-01-15,23.763720841801486,7.731165372111944,neutral
143,143,#Ebola response and community engagement: how to build a bridge? Correspondence in @TheLancet: https://t.co/S5DRQub3dS,2020-01-15,23.033573486862657,1.9024453320145356,neutral
144,144,"Julienne Anokon tehtävä on mennä kaukaisiin maaseudun paikkoihin, istua ja kuunnella kun ihmiset huutavat. Lue lisä… https://t.co/1u8Jejjydg",2020-01-15,21.30332286103216,8.559033128161769,neutral
145,145,Suivi de l '#épidémie d' #Ebola en #RDC au 14 janvier 2020 https://t.co/YXSt8WD5jG,2020-01-15,23.304691801906472,-2.9143962132661985,neutral
146,146,Zones de santé les plus affectées par l'#épidémie d '#Ebola en #RDC et nombre de #vaccinations  effectuées. https://t.co/6nAkC7lMSH,2020-01-15,16.807513025157988,6.03396241805818,neutral
147,147,Great example of looking for innovative ways to engage communities - different solutions for different contexts… https://t.co/TZzRQfpATN,2020-01-15,21.92475396031107,8.17375987616363,neutral
148,148,"#Ebola10_RDC Situation épidémiologique du 14 Janvier 2020 avec les données collectées jusqu'au 13.01.2020 👇🏾

➡… https://t.co/Zi1gCZpbHV",2020-01-15,23.651176055944088,-1.3916194308430851,positive
149,149,Cumul des cas d '#Ebola en #RDC au 13 janvier 2020 https://t.co/IL1PGM38UV,2020-01-15,19.228579249414338,6.071523234832371,neutral
150,150,Suivi de l '#épidémie d'#Ebola en #RDC au 14 janvier 2020 https://t.co/bHaeaDTUgT,2020-01-15,20.512036417456585,3.22536837332176,neutral
