title,Lat,Long,Date
"RT @WBUR: As health workers fight to control the #Ebola outbreak, are there lessons from the Boston 1721 smallpox epidemic? http://t.co/hyM…",15.207117236551891,1.7502056557007322,01/09/2014 03:39 PM
RT @YaThinkN: Thank you @antloewenstein about bloody time #Ebola profiteering at expense of qualified NGO was pointed out :( http://t.co/gp…,12.789410707031829,5.000008893599231,01/09/2014 11:23 AM
"http://t.co/C92r11cNG8 Rhode Island, US: 15 Being Monitored for #Ebola #Ebola Alerts",15.450134460012421,0.5065217667643342,01/08/2014 02:04 PM
RT @RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/iCYbZDlQkv http://t.co/CYku6t0gVU,14.690640008586998,4.631376916078218,01/09/2014 08:24 AM
"#Ebola outbreak: deaths exceed 5000, WHO says - CBC.ca http://t.co/x1xemg2kar",14.223235489954586,2.0528462596753947,01/08/2014 06:43 PM
Family of #ThomasDuncan settles with Dallas hospital #Ebola http://t.co/sU8sUVFwHo http://t.co/SZaOHQxxDH,12.838616444246696,0.8295955620700022,01/09/2014 02:04 PM
"“@UCSF: Clinician @DanKelly_MD returning from Sierra Leone \""more hopeful than ever\"" that #Ebola will be eradicated http://t.co/0rxdHyOz7H”",16.199659899689898,0.015733779962042505,01/08/2014 03:52 PM
RT @NewsonEbola: #Ebola #EbolaOutbreak Thomas Eric Duncan\'s Family Reaches \'Resolution\' With Dallas Hospital In Ebola Case http://t.co/DIcW…,13.910393156236658,0.638219986133834,01/09/2014 02:31 AM
RT @LukeRussert: #USA media needs 2 b more concerned w 22 vets committing suicide a day &amp; vet unemployment rate than #Ebola or #MH370 http:…,14.948424812246298,2.4478797293991548,01/09/2014 12:43 PM
"British PM makes #ebola a #G20 priority. Aust PM last week said \""I don\'t think at this stage we want to over-estimate the impact of ebola..\"",""British PM makes #ebola a #G20 priority. Aust PM last week said \""I don\'t think at this stage we want to over-estimate the impact of ebola..\"",""Twitter for iPad",14.357002129837948,-0.21021567000414,01/09/2014 04:20 AM
"RT @UNMEER: .@UNBanbury tells @UN_Radio: international community must \""get ahead\"" of #Ebola outbreak - http://t.co/dm7RqErtPf http://t.co/F…",15.386617508212577,3.9312802153762076,01/08/2014 10:21 PM
RT @YourAnonGlobal: #US nurses strike over insufficient #Ebola protections http://t.co/mYv6Aget3r http://t.co/GMGV5KtPVg,14.417165326916713,1.127867845322405,01/09/2014 01:32 PM
"RT @SavetheChildren: #Ebola Crisis at a \""Tipping Point:\"" 2.5 Million Children under 5 Live in Affected Areas http://t.co/6Rgwvi5OJw",16.140297376012043,1.0382853570294366,01/09/2014 05:57 AM
"RT @FollowEbola: Children Are More Likely To Survive #Ebola, And Now Scientists May Know Why. http://t.co/g2kgNbjg4N",11.455449931447957,3.028031237452293,01/09/2014 11:40 AM
Via @nprnews: #Ebola In 3-D: A Video #Game To Guide Health Care Workers Through A Ward http://t.co/pmxaIKHH8a #sims,11.952852316053464,0.5420316765775763,01/08/2014 10:14 PM
Whoop whoop haha #ebola http://t.co/C6LU9CoJLe,14.629345444193056,4.088311118758497,01/09/2014 02:27 PM
How can you help turn the world around &amp; stop our economic collapse? http://t.co/NXOwlbLDeI #GoldOutofHiding#EBOLA #EBOLAANSWERS #ebolaar,13.304484437653148,0.3423211960047192,01/09/2014 06:46 PM
RT @amaausmed: .@amapresident has urged Govt to consider deploying AUSMAT teams to join fight against #Ebola in west Africa https://t.co/bU…,11.603592434289165,4.074202633165252,01/08/2014 05:23 PM
"RT @GerardBest: #Ebola death toll tops 5,000--WHO http://t.co/TepwFpmnX2 http://t.co/fqdQfNOUyu",16.366597517812693,1.2556790603444845,01/08/2014 10:08 PM
RT @kakape: And in other #Ebolanoia news: Morocco is expelled from soccer tournament for refusing to host it due to #Ebola fears http://t.c…,15.744404983417525,1.8262784943000918,01/09/2014 06:58 PM
RT @Campaign4Action: .@CDCgov issues new #ebola guidelines for emergency departments http://t.co/POIH4G3IDs,15.441179042921723,4.894096429528392,01/08/2014 03:49 PM
#Ebola World View: Who Has It and Where #TexasHealthPresbyterian #WhereDuncan http://t.co/Lyx42f3DcI http://t.co/NVgHGynguW,13.989077937099434,2.4096489233045464,01/09/2014 08:03 PM
RT @PHammondMP: Good to meet @presidentkoroma Impressed at his commitment to keep fighting #Ebola http://t.co/XImMIu9Nt4,12.801626522403247,4.965706904507848,01/09/2014 08:58 AM
RT @lajouetreine: #US nurses strike over insufficient #Ebola protections http://t.co/vEwkK2U8p6 http://t.co/UPygTXwkbp,10.722001074469528,3.933711502644921,01/08/2014 04:35 PM
Remember #Ebola? It\'s Still A Huge Problem - Health Care Edge. http://t.co/yeb4borm5a,11.49038949610105,4.890394975240707,01/09/2014 12:38 PM
Rage Against the #Ebola Crematorium. http://t.co/RhvUJIIzZ8,11.612079342017775,3.265221187355745,01/08/2014 04:28 PM
RT @GeneticLiteracy: Who decides who gets treatments in #Ebola #drug trials? via @Nature http://t.co/O73byneXM2,14.954464278019485,4.633289270014108,01/08/2014 06:23 PM
"RT @FluTrackers: #Mali - Reported #ebola case who died was a nurse, 1 other possible health care worker being tested http://t.co/zsU7asO7cm…",14.232693042944828,3.3510483981678165,01/08/2014 02:49 PM
RT @SenateApprops Read witness testimony including @SHEA_Epi &amp; other info from today\'s #Ebola hearing: http://t.co/17QKCKnd1U,11.367358739292893,3.331280604653374,01/10/2014 01:58 AM
Yo Everybody Is Getting Sick Dawg 😳 Thats That #Ebola Creeping up 😕 jk.. I hope 😭 https://t.co/NkEDB0yrIz,11.34003780961409,3.679619322615837,01/09/2014 01:16 PM
#KatieHopkins : if #Ebola had a face.,11.028095467891223,0.42914832066116126,01/08/2014 09:46 PM
RT @UNICEF: 2014 could be the year progress to end #measles and #malaria slides back. And it’s because of #Ebola http://t.co/6SgN1ZxQAK via…,15.010499806062704,2.369555725366703,01/09/2014 03:38 AM
Remember #Ebola? It\'s Still A Huge Problem - Health Care Edge. http://t.co/xXHHIeaR6j,16.24233328698277,3.7573547471209876,01/09/2014 05:13 AM
Rage Against the #Ebola Crematorium. http://t.co/nai944hpUA,11.430278547961313,4.0718641591125815,01/09/2014 06:31 AM
#US nurses strike over insufficient #Ebola protections http://t.co/BGsg1jWb2M http://t.co/b16AZiIHrt,10.777720534296751,3.4628532135381,01/08/2014 02:38 PM
First @facebook and now @google are asking me for money for #Ebola. What about more relevant diseases?,11.838880836795498,2.431497944436832,01/09/2014 04:20 AM
"RT @picardonhealth: First Outbreak Quashed, #Ebola Reappears in #Mali  http://t.co/PfzAmGS78Z via @nytimes",14.1039579143158,-0.5016698548562459,01/09/2014 12:35 PM
RT @RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/iCYbZDlQkv http://t.co/CYku6t0gVU,15.437460411244446,-0.3841555520869817,01/09/2014 04:02 AM
RT @LukeRussert: #USA media needs 2 b more concerned w 22 vets committing suicide a day &amp; vet unemployment rate than #Ebola or #MH370 http:…,15.710547860473621,0.3842953040426895,01/09/2014 03:17 PM
#Thomas #Eric Duncans Family Receives Settlementl Over #Ebola #Death - Nov 12 @ 10:06 PM ET http://t.co/WDS21FiQcv,10.721083051969414,4.65570553963652,01/09/2014 07:45 PM
"RT @EndTimeHeadline: No district has gone untouched in #SierraLeone, where #Ebola has now been detected in every single area of the... http…",13.541716479403854,1.541418993775574,01/08/2014 09:37 PM
RT @MSF_USA: The #MSF team at #Khost maternity hospital in #Afghanistan supports colleagues fighting #Ebola in West Africa: http://t.co/Fxu…,13.415442953408267,0.021604031559570913,01/09/2014 02:43 PM
Experimental device Hemopurifier from @Aethlon_Medical was used to help treat an #Ebola patient who survived http://t.co/CmjQ8ZzL9l,11.461565984222746,2.101468377145255,01/09/2014 11:02 PM
Good perspective on how to think about treatment:Out of Africa — Caring for Patients with #Ebola http://t.co/ClDzhnEM7q,14.54811166579632,3.558308271858251,01/09/2014 07:58 PM
"RT @NHPRExchange: Tmrw: NH #Ebola protocol w/ @JoseTMontero. Also, @emerrens, @BrighamWomens Dr. Baden, @pattywight. http://t.co/ozhWXc74XA…",14.427961738976357,1.5382387590693383,01/09/2014 08:22 PM
Programming &amp; Web Solutions http://t.co/RRAH0RqsaD #ebola http://t.co/hNun1EAbub,14.358120578588181,-0.48292199790215573,01/08/2014 05:05 PM
Nice report on Partners in Health doctor fighting #Ebola in Sierra Leone on .@NBCNightlyNews. Great org. that could use your #support .@PIH,13.094579867496378,0.14553616908054412,01/09/2014 03:46 PM
"RT @usatodayhealth: Hospital will pay Duncan\'s medical bills, set up charity http://t.co/4lfQ2Z3Wv2 via @USATODAY #ebola",10.75095772235629,0.10887839916703967,01/08/2014 04:40 PM
WHO reports 3 more #Ebola cases in #Mali http://t.co/a0rDhlW2Vo,13.322029884904559,-0.13070149733194558,01/10/2014 01:34 AM
RT @amaausmed: .@amapresident has urged Govt to consider deploying AUSMAT teams to join fight against #Ebola in west Africa https://t.co/bU…,15.267058807053942,5.099170449083907,01/09/2014 09:35 AM
RT @WhySharksMatter: Hey everyone who was reading #OutbreakChat tweets? You now have #ebola . SURPRISE!,12.617156532243701,0.7630242486185894,01/09/2014 07:42 PM
"RT @DavidQuammen: @sethmnookin @stevesilberman Thanks, Seth, Steve. Glad to report Ivory Coast calm, sane, so far #Ebola-free. But a story …",15.09559031271883,4.132242997645022,01/09/2014 06:54 PM
"RT @ConservativeGi3: \""@SunNewsNetwork: Injectionless #Ebola vaccine successful in monkeys http://t.co/ZhvG5PhRSL\"",""RT @ConservativeGi3: \""@SunNewsNetwork: Injectionless #Ebola vaccine successful in monkeys http://t.co/ZhvG5PhRSL\"",""Twitter for Android",10.576497071434572,5.206371562653902,01/09/2014 01:12 PM
#Ebola #EbolaOutbreak Thomas Eric Duncan\'s Family Reaches \'Resolution\' With Dallas Hospital In Ebola Case http://t.co/DIcWjWOUBf,12.256617491609223,0.320671997481778,01/09/2014 05:32 AM
RT @LukeRussert: #USA media needs 2 b more concerned w 22 vets committing suicide a day &amp; vet unemployment rate than #Ebola or #MH370 http:…,13.081843656896282,3.5675354578892353,01/08/2014 03:41 PM
"UK is building six #ebola facilities in Sierra Leone. First run by Save the Children, second by Aspen Medical with up to $20m Aust funding.",11.925147018368875,0.018362379600123546,01/09/2014 11:04 PM
"Texas: Ebola Victim’s Family to Be Paid by Hospital, via @nytimes .it can\'t being back #ThomasEricDuncan back. #Ebola http://t.co/YBBQAUu5Et",10.706885576201302,4.272111510117045,01/09/2014 08:32 AM
RT @EmergencyMgtMag: 5 lessons in crisis communications from the #Ebola response: http://t.co/FgmYLo0BTt,10.87084092001102,0.7822898764404802,01/08/2014 05:17 PM
RT @WhySharksMatter: Hey everyone who was reading #OutbreakChat tweets? You now have #ebola . SURPRISE!,12.705937257141159,2.303843316088842,01/09/2014 02:31 PM
RT @LukeRussert: #USA media needs 2 b more concerned w 22 vets committing suicide a day &amp; vet unemployment rate than #Ebola or #MH370 http:…,13.109501157904283,1.0278293579046331,01/09/2014 02:25 AM
RT @CIDRAP: Senate committee probes proposed US #Ebola funding http://t.co/0kKkX2Nrri,14.194646258421301,5.247511584574876,01/09/2014 10:52 AM
TX #Ebola Victim’s Family Cashes In After Hospital Settlement. You LIE! Portray urself a Victim Get Paid BHOs America http://t.co/EnuHYVFD7E,15.95869984611536,-0.2277222502660079,01/09/2014 04:55 PM
RT @MarkMobius: #Ebola hasn’t affected our decision-making process when it comes to investing in Africa or elsewhere. http://t.co/RndtBuBETH,13.155055224975609,1.6755474043166472,01/08/2014 06:48 PM
RT @YaThinkN: Thank you @antloewenstein about bloody time #Ebola profiteering at expense of qualified NGO was pointed out :( http://t.co/gp…,10.885221984958818,1.030975816444582,01/08/2014 06:09 PM
RT @LukeRussert: #USA media needs 2 b more concerned w 22 vets committing suicide a day &amp; vet unemployment rate than #Ebola or #MH370 http:…,15.889629225301123,4.100432589010825,01/09/2014 12:10 AM
RT @JermaineWatkins: This: See... I knew #Ebola was a bigger worldwide threat than they admitted at jump. http://t.co/rtKgzXzwjk,11.566861679985074,2.288122067232206,01/09/2014 08:13 AM
RT @HazMedSolutions: There were fewer new cases of #Ebola in the week ended Nov. 4 than in any week the prior 3 months. #nytimes graphic ht…,11.18601549860323,1.6402512014050328,01/08/2014 10:06 PM
How Ebola healthcare workers get dressed http://t.co/RuZrVz1gih #ebola #health #tech #workplace #economy,11.578166318154963,-0.17757029412070313,01/08/2014 09:17 PM
#US nurses strike over insufficient #Ebola protections http://t.co/vEwkK2U8p6 http://t.co/UPygTXwkbp,15.366652300468699,5.0935116477099625,01/09/2014 01:55 PM
MSNBC On Moderator In NH Getting Facts Wron  http://t.co/A1If3hUpQm   #ebola #ebola-outbreak #health #breaking,15.96442548482641,2.6353265096742353,01/09/2014 04:18 PM
RT @LukeRussert: #USA media needs 2 b more concerned w 22 vets committing suicide a day &amp; vet unemployment rate than #Ebola or #MH370 http:…,14.358637583039222,4.626453964123558,01/08/2014 11:43 PM
"RT @WhySharksMatter: Interesting, some of the symptoms of #Ebola (bleeding from eyes, passing out, vomit) are also symptoms of watching thi…",15.953290837724943,0.6021010430659823,01/08/2014 09:33 PM
CDC Disease Detective Describes Chasing Ambulances as Part of #Ebola Response. #virus http://t.co/mUyjgavCzc,16.117765945974483,2.0011107195016606,01/09/2014 11:01 AM
"Oil Lamps, Mid Terms, and Tasers! New Episode 49! #Election2014 #NFL #NBCBlacklist #Worldseries#RollTide #ebola  http://t.co/IfJdxcL427",16.27621341103538,-0.3957204261066325,01/09/2014 02:24 AM
"YES, YES, YES! \""@PIH: #DrPaulFarmer\'s key principles on the #Ebola response: http://t.co/MJiiJ8k3TD http://t.co/1YtOGHcLGw\"" @Apollos77",13.914072026455928,3.433199014590542,01/09/2014 08:58 PM
Hey everyone who was reading #OutbreakChat tweets? You now have #ebola . SURPRISE!,11.976354163254587,-0.07484547217797166,01/08/2014 02:23 PM
RT @RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/iCYbZDlQkv http://t.co/CYku6t0gVU,11.075886769223963,3.9655266152858593,01/09/2014 06:56 AM
RT @WHO: #Mali’s Ministry of Health has confirmed the country’s second #Ebola fatal case in a nurse who worked in Bamako http://t.co/oTsqKS…,15.389695258607043,5.137323007314987,01/10/2014 03:15 AM
RT @MarkMobius: #Ebola hasn’t affected our decision-making process when it comes to investing in Africa or elsewhere. http://t.co/RndtBuBETH,14.200088796143039,4.303347819695673,01/10/2014 04:08 AM
"RT @Laurie_Garrett: Today @UNDP took over payroll at #Liberia MinHlth. Some got paid for 1st time in 3 mos, but I know 2 #Ebola staff got 1…",13.078227459997468,1.2690706682959996,01/08/2014 02:27 PM
"A company is out of #Ebola-virus stuffed animals after selling \""thousands and thousands\"" of them: http://t.co/bxTXZOWfIh",11.433844585998452,3.4628240981771485,01/09/2014 05:35 AM
CBS\' Logan quarantined after Ebola report   http://t.co/rfjFafENJi  #ebola #laralogan #southafrica,16.037790236799637,1.272969137754541,01/09/2014 02:37 PM
Human testing has sparked an ethical debate over how to study unproven medicines amid the #Ebola outbreak. http://t.co/cnHT5R6zxs,11.909715527375342,3.2255216505244686,01/09/2014 12:08 PM
"\""@UNICEF: One solution. Meet Aminata, who works at a centre producing chlorine in #Guinea http://t.co/woB3VL2zbq #Ebola\"" @Apollos77",13.016069655628744,4.190503303631255,01/09/2014 03:27 PM
#US doctor released after being cleared of #Ebola   #TNN http://t.co/HBJoF7vMb4,14.602820362225367,4.111633351052593,01/10/2014 04:38 AM
.@amapresident has urged Govt to consider deploying AUSMAT teams to join fight against #Ebola in west Africa https://t.co/bUeKP6cEcd #auspol,14.396444948284744,4.8158194144221005,01/09/2014 08:29 PM
RT @GOPTeens: #Teens: Elect a #Republican Senate -- less #American cases of #Ebola.#Coincidence?,15.964229027903666,2.1000673978183353,01/09/2014 07:12 AM
They ask you to wear mask at the hospital if you have been out of the country in the past 21 days or if you have a bad cough. #ebola,12.374243052138947,1.0131412667337762,01/09/2014 12:00 PM
RT @LukeRussert: #USA media needs 2 b more concerned w 22 vets committing suicide a day &amp; vet unemployment rate than #Ebola or #MH370 http:…,13.006396646210213,2.342407184565674,01/09/2014 05:12 AM
RT @LukeRussert: #USA media needs 2 b more concerned w 22 vets committing suicide a day &amp; vet unemployment rate than #Ebola or #MH370 http:…,12.143563546301037,4.772677760670194,01/08/2014 03:23 PM
RT @RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/iCYbZDlQkv http://t.co/CYku6t0gVU,13.782733357881256,0.018789967813982678,01/10/2014 01:33 AM
RT @GOPTeens: #Teens: Elect a #Republican Senate -- less #American cases of #Ebola.#Coincidence?,14.806374973995105,1.070303830310408,01/10/2014 02:38 AM
RT @UNinBrussels: #Ebola: @WHO says experimental vaccine trials in West Africa could begin by January http://t.co/ji5kzOaxr9  #EbolaResponse,15.215410656345956,2.755963980995829,01/10/2014 04:15 AM
RT @blacklooks: A history of medical killers in #Africa #Ebola #HIV #poison #sterilisation http://t.co/5YMrdH0j86 cc @ducorwriter V/ @afriq…,14.39181889356875,2.878640098844272,01/08/2014 05:13 PM
Clinical Care of Two Patients with #Ebola Virus Disease in the United States http://t.co/IBMRuL8C8z,12.22415847951477,2.906759086976094,01/08/2014 06:54 PM
RT @RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/iCYbZDlQkv http://t.co/CYku6t0gVU,11.47538529417647,4.002781685001572,01/09/2014 07:41 AM
"RT @SavetheChildren: #Ebola Crisis at a \""Tipping Point:\"" 2.5 Million Children under 5 Live in Affected Areas http://t.co/6Rgwvi5OJw",16.143471418164143,2.4198461040450927,01/08/2014 06:28 PM
"As #Ebola takes lives in #Liberia, it leaves hunger in its wake: Sogbondo Raylo carries a… http://t.co/n6TOJ4ebhQ",11.398665475552477,4.311310092224603,01/08/2014 08:27 PM
