,Unnamed: 0,Tweets,Dates,Longitude,Latitude,Sentiment,,,
38,38,"“You will never report or write on Public Health Threat like #Ebola when you don’t even understand the Virus, Commu… https://t.co/PEBwm4Amdl",2020-01-16,45.3117545253115,58.2668316607385,neutral,,,
39,39,In his Welcome remark Mr @AldoHavugimana a journalist and the President of @arjrwanda focused on the role of the me… https://t.co/rjDjOAEIEQ,2020-01-16,49.0238898036603,55.6229516949376,neutral,,,
40,40,Happening now at Hilltop Hotel is the training on Public Health Emergencies reporting and writing focusing on… https://t.co/1Zp6q3MECq,2020-01-16,47.3954497673824,59.5376683452068,positive,,,
41,41,"Mise à jour #Ebola #RDC (provinces d'Ituri, N Kivu &amp; S Kivu) au 15 jan; données du 14 jan 2020. Trois (3) nouveaux… https://t.co/2efw7HzUpT",2020-01-16,44.3383828731853,54.8998531561591,neutral,,,
42,42,Learn more about what @Cardno's @P4_Project and partners are doing to improve public health outcomes across the glo… https://t.co/VCVMGSmZp2,2020-01-16,45.52192688727,58.7689141204773,neutral,,,
43,43,@HassanRouhani The story about the #Congo #Ebola crisis truly broke my heart. Nothing gets past me. Killing Medical… https://t.co/w57QCITfEd,2020-01-16,50.8895386888765,62.2128947103763,neutral,,,
44,44,"It is amazing how the Red Cross volunteers have been supporting the response to #Ebola in #DRCongo, and how efforts… https://t.co/dc10yZFuwv",2020-01-16,47.2970710465001,54.0449623607688,positive,,,
45,45,"In #DRCongo, misinformation about #Ebola persists even as cases slow. 

Sharing information with at-risk communitie… https://t.co/hFxTtZ1lwv",2020-01-16,46.229453746359,54.6177789490231,neutral,,,
46,46,Heridos graves dos voluntarios de @CruzRojaEsp  por un ataque en el entierro de un enfermo de #ébola en RDC https://t.co/DzBe6ZN1Uj,2020-01-16,45.2368633702788,61.9242020093883,neutral,,,
47,47,"Protective clothing limits the interaction doctors in DRC can have with #Ebola patients. Frustrated by this, a Cong… https://t.co/Mr9A4RxDBZ",2020-01-16,49.1632105099974,60.3138451138241,neutral,,,
48,48,"BBC Newsday interviews @CIFOR scientist on deforestation, bats and Ebola study: Suspected Ebola carriers often thri… https://t.co/qCS8rzbZf8",2020-01-16,48.1857638987813,51.8074320547657,positive,,,
49,49,A short and clear read about why it is important to involve communities and negotiate a compromise between… https://t.co/csy2AQHt2W,2020-01-16,48.2952537442687,53.0109281671374,neutral,,,
50,50,#Rougeole et #Ebola en #RDC  https://t.co/IUvaLwRmj5,2020-01-16,53.8500361329977,60.6263817523423,neutral,,,
51,51,"@MSF: DRC #Ebola outbreak crisis update, January 2020 https://t.co/CxQf89yvpT via @msf",2020-01-16,50.2486505271992,59.924030638178,neutral,,,
52,52,@NicolasJSimard @karinagould @LongondoEteni Le focus sur le système de santé est primordial car il n’y a pas qu’… https://t.co/zkT6rZP9Wh,2020-01-16,50.3786937474876,59.3931554495974,neutral,,,
53,53,"@OmariMemes MEGA #BIGFAX

#BattleMemesByOmari #HeyGuysItsOmariPlzBeMyFanCuzImLonely #Oxygen #DragonBallMeme… https://t.co/7zap3kIz4m",2020-01-16,47.74537148468,58.8720085292496,neutral,,,
54,54,"MEGA #BIGFAX

#BattleMemesByOmari #HeyGuysItsOmariPlzBeMyFanCuzImLonely #Oxygen #DragonBallMeme #DragonBallSuper… https://t.co/mgPvmrAnN4",2020-01-16,46.3743342747826,51.9226296709174,positive,,,
55,55,Nope. Can't hold it in any longer. Just curling up remembering every person I've ever met affected by a disaster in… https://t.co/qXV3ZGJhPI,2020-01-16,48.57635789896,56.1334144618545,neutral,,,
56,56,US approves @Merck ’s #Ebola vaccine https://t.co/tWia0RwL0E,2020-01-16,45.1793588895197,60.5948215191421,neutral,,,
57,57,"Can you believe #Ebola still lingers in #DRC? Compound crises of disease, violence, refugees &amp; distrust. Even with… https://t.co/BQjeueB4hu",2020-01-16,45.5900343206162,55.3350833513777,positive,,,
58,58,"This was a huge issue in 2018. Here is update on the human crisis #ebola in a war zone. Africa.

https://t.co/Q24jr94Vkd",2020-01-16,50.2377689727377,61.6281350467238,negative,,,
59,59,#HeikoMaas will für #Ebola-Massen-Infektion in #Deutschland sorgen https://t.co/j8rpBChI8T #anonymousnews via @anoynews,2020-01-16,45.8469855237711,62.6237872002435,positive,,,
60,60,@UNICEFDRC Bravo et merci pour l’excellent travail.   On ne parle pas assez de tous ces héros dans l’ombre si impor… https://t.co/nrnYqrA1py,2020-01-16,45.5284657502063,59.0562019320948,negative,,,
61,61,.@NewsHour video  PBS Newshour: How war and misinformation are complicating the #DRCongo #DRC's #Ebola battle https://t.co/mi2KVCkJ8q,2020-01-16,50.2951658320386,54.1507049150447,neutral,,,
62,62,"@dahboo7 🚨🇺🇸🤯😶🤔🤔
WHAT'S UP
#Kentucky??! #Cyber #attacks #SecurityThreats-
ALERTS!! #Law Makers whisked away by #DHS… https://t.co/7v7ttP3sdJ",2020-01-16,46.714606294818,56.863758597722,neutral,,,
63,63,Cases traced to Mabalako still fueling DRC Ebola outbreak https://t.co/DP4hpoEgEv  @CEPI #Profectus #Ebola,2020-01-16,52.8935793409462,57.6835617246611,negative,,,
64,64,fighting the #Ebola virus in a war zone, when attacks are being made on medical teams: special correspondent… https://t.co/TYzEOB0UGS,2020-01-15,48.9766420041863,58.2441812403455,neutral,,
65,65,"Today Rwandan Journalists start a training workshop on Communicating in Public Health Emergencies. @arjrwanda,… https://t.co/QQHH4Zfxkh",2020-01-15,54.6969240875063,60.6199762341921,positive,,,
66,66,"Hey!
The nightly news is actually talking about #Ebola in the #Congo",2020-01-15,49.3297329645538,58.8286072305935,neutral,,,
67,67,Las otras formas de matar que tiene el ébola: https://t.co/2rvpi34LQm #Ébola,2020-01-15,45.9815988391977,53.186861672274,neutral,,,
68,68,"#Butembo: lancement d’une campagne de vaccination anti-#Ebola

#RDC
 https://t.co/L85MIO20VQ via @ElectionNet",2020-01-15,46.2446925824177,59.6182156974703,neutral,,,
69,69,@Presidence_RDC Qui va payer  ça apres? #Ebola n'existes pas,2020-01-15,44.1456468132576,61.1771825857586,neutral,,,
70,70,"Tonite @NewsHour - Phase one #ChinaTradeDeal signed. What's in it, what's not, what now? @nickschifrin reports,… https://t.co/rInssawWd4",2020-01-15,46.7343343869641,58.0388400697286,neutral,,,
71,71,Report Signs immediately #Ebola https://t.co/JmdOtY5lqM,2020-01-15,48.2043893060108,55.4279205154134,neutral,,,
72,72,@CIDRAP: Cases traced to Mabalako still fueling DRC #Ebola outbreak https://t.co/kRaPN31v8k,2020-01-15,47.4570272462446,58.3795481927545,neutral,,,
73,73,Cases traced to Mabalako still fueling #DRCongo #Ebola outbreak https://t.co/icjsKiIPMd https://t.co/E5nOh2n3LW,2020-01-15,46.3025449535547,56.2782927022784,neutral,,,
74,74,"The @US_FDA has approved the #Ebola vaccine Ervebo. 

It's given through a single injection 10 days ahead of potent… https://t.co/5g1n1HW90V",2020-01-15,49.8531964668791,56.4063289262221,neutral,,,
75,75,"[Film] « #Ebola, c'est pareil au massacre à la machette ». #RDC 
https://t.co/8FadfifZiv",2020-01-15,47.12444447518,52.3464823003958,neutral,,,
76,76,"Jan 14, 2020 #Ebola @MinSanteRDC 
•Since start of epidemic, cumulative cases 3,403: 3,285 confirmed 118 probable. t… https://t.co/z3bqdqgjwi",2020-01-15,50.3649652102825,61.2700648108877,positive,,,
77,77,@WHOAFRO 2. The North Kivu-Ituri #Ebola outbreak shows little sign of letting up — though it looked like it might b… https://t.co/rwjXWW3la9,2020-01-15,48.3964728833376,57.3231644998151,neutral,,,
78,78,Encore un jour triste pour la #RDC. Une equipe de la Croix-Rouge @crrdc1 et @ifrc attaquée avec deux volontaires bl… https://t.co/QmgNYbZFRK,2020-01-15,45.6272157336149,55.606539580847,neutral,,,
79,79,"DRC reports a health care worker has contracted #Ebola. The person, who was vaccinated (no indication how long ago)… https://t.co/38fNMNEHBE",2020-01-15,52.1284928385899,53.9898811689299,positive,,,
80,80,"The apparent #assassination of #AmbassadorYovanovitch is barelymaking a blip on most major news networks!
What the… https://t.co/ssLrULmB2P",2020-01-15,45.3244953206706,56.9559799744063,neutral,,,
81,81,".@newhumanitarian  --In Congo’s #Ebola zone, misinformation persists even as cases slow  #DRC #DRCongo  by… https://t.co/klRv5FXtpL",2020-01-15,45.0050038549575,61.727737129064,neutral,,,
82,82,@CongopresseN @juantedbelkas @kabund_jmkkrock @auguyka70 Ce support est vraiment le bienvenu pour faire face àa cet… https://t.co/Yh9u0kgmrA,2020-01-15,48.1036842799211,55.5832397813897,neutral,,,
83,83,"NIH Video Replay: Demystifying Medicine - #Ebola: Then, Now and the NIH/ Daniel Chertow, MD, MPH, CC, NIH and Nancy… https://t.co/PblELOvGb8",2020-01-15,52.7225269085488,57.215568475614,neutral,,,
84,84,"With #Ebola comes stigma because of misinformation&amp;misrepresentation.

Our programs aim to counter the disease, ref… https://t.co/yfiW5RhebX",2020-01-15,50.4894965537373,54.6946773283922,neutral,,,
85,85,@ombaggio Since when are communities unable to bury their own people with the necessary care to avoid Ebola transmission?  #ebola,2020-01-15,51.3947226377004,55.9560144634402,neutral,,,
86,86,Proud to be part of the RAPIDE-TKM trial team #ebola #research https://t.co/k2tqPkBjxY https://t.co/tzB10q8vgN,2020-01-15,54.3615326795944,60.4425532953611,positive,,,
87,87,For #WednesdayWisdom - what will it take to end Congo's #Ebola outbreak for good in 2020? Five practical suggestion… https://t.co/rdYLdxC0NO,2020-01-15,45.9944631338809,54.8087761088463,neutral,,,
88,88,"Make time to read this, it captivating! @HelenBranswell dives into how all the right elements came together leading… https://t.co/wgdMUK9v60",2020-01-15,51.0191031694455,61.0948055408922,neutral,,,
89,89,#RDC #Nord-Kivu  NZANZU KASIVITA CARLY appeler aux actions intenses pour éradiquer la maladie à Virus #Ebola qui a… https://t.co/fVb0tdVhrz,2020-01-15,51.5840115197073,59.6467534296201,neutral,,,
90,90,#RDC #Nord-Kivu Une grande délégation de l'inter agences des @ONU_fr venue de New York a été reçu par le gouverneur… https://t.co/Myrd3MMHNW,2020-01-15,44.6021849059073,55.4048358356696,neutral,,,
91,91,"#Mambasa Survivor speech once discharged : ""I'm happy, really happy. Just want to thank God who helps me to survive… https://t.co/h6rfZQAvw5",2020-01-15,47.3570272044177,58.4204313092846,neutral,,,
92,92,Un #Vaccin contre #Ebola approuvé pour l'usage aux USA        https://t.co/E3laY1onCj,2020-01-15,53.8139742362935,55.0042116417239,neutral,,,
93,93,"In Congo’s #Ebola zone, misinformation persists even as cases slow: https://t.co/MsE7CsQfJn via @newhumanitarian… https://t.co/5XilpnvuD5",2020-01-15,47.0859731918353,56.9020715012831,neutral,,,
94,94,#Mambasa Health zone. Great event! #Ebola Survivor discharged from Treatment Unit. Important ceremony full of hope… https://t.co/jZbNBdxb5P,2020-01-15,51.9890171240805,59.2136926078962,neutral,,,
95,95,"Les habitants de #Ndindi, une cellule de #Beni réclament une meilleure surveillance des personnes contacts d’#Ebola… https://t.co/K5JcIl1dxu",2020-01-15,44.8506618278513,55.986500125798,neutral,,,
96,96,"Les habitants de #Ndindi, une cellule de #Beni réclament une meilleure surveillance des personnes contacts d’#Ebola… https://t.co/U8KtYNER0Q",2020-01-15,47.1742371072813,52.9418757226808,neutral,,,
97,97,"Les habitants de #Ndindi, une cellule de #Beni réclament une meilleure surveillance des personnes contacts d’#Ebola… https://t.co/Dq6HbBEppK",2020-01-15,45.9541826107066,55.7256888689007,neutral,,,
98,98,Great article on problems associated with the #ebola outbreak in #Beni and #NKivu. Explains why local people are so… https://t.co/YQUmqAUFwJ,2020-01-15,51.1937548830281,55.3142837391257,neutral,,,
99,99,https://t.co/506KgDL2Lx – learn the TRUTH  Great resource 🎯to learn from &amp, disseminate🎤🌎🗣 #ebolawebsite #Ebola… https://t.co/F1AI6hoVVc,2020-01-15,49.1255975576974,56.5629646245887,neutral,,
100,100,@WarChildCan @worldvisioncan @CBelieveCA @mmm_org @genevacall @Prog2030Can @Fondation_PGL @SaveChildrenCan… https://t.co/yPamGJVI69,2020-01-15,56.503423781326,52.5721457307257,positive,,,
101,101,Here are ten big moments that will stick with us—and could continue to shape #TheFutureOf health for us all &gt,&gt,… https://t.co/q8LvoCRz43,2020-01-15,51.5737842647964,54.8778091576303,neutral,
102,102,@WarChildCan @worldvisioncan @CBelieveCA @mmm_org @genevacall @Can2030Agenda @Fondation_PGL @SaveChildrenCan… https://t.co/7GDkbACDyK,2020-01-15,50.1920413198978,54.7328916339527,neutral,,,
103,103,"I’m walking around this beautiful museum and found #kentbrantly  pic, proud to be part of #emory #Ebola https://t.co/2h9CfnsGYR",2020-01-15,46.3336582255776,55.7747622518871,neutral,,,
104,104,Canada va allouer 56 millions de dollars dans le cadre d’appui dans le domaine de la santé en #RDC. C’est une répon… https://t.co/SbUgWTCZh1,2020-01-15,43.700095245834,51.967305213569,positive,,,
105,105,"Red Cross volunteers attacked during #Ebola burial in #DRCongo👉 https://t.co/7paxzbYB2N

📷: @IFRC https://t.co/pDmviJu1Q6",2020-01-15,48.6067289456534,58.2120185548525,negative,,,
106,106,@GrumFromNorwich @HighWireTalk So you only listen to scientists with conflicts of interest? Gotcha.  Good to know l… https://t.co/eSNKVNnTH8,2020-01-15,43.6807031609323,53.0148898136564,neutral,,,
107,107,"DRC #Ebola: CMRE update, January 14 https://t.co/VegSUwl0rr",2020-01-15,49.5902638231252,64.4025895796355,negative,,,
108,108,Pharmacokinetics of TKM-130803 in #SierraLeone patients with #Ebola virus disease @EBioMedicine. A huge logistical… https://t.co/0Pr33ZUM9f,2020-01-15,47.7542090248239,58.1527482879402,positive,,,
109,109,Important article on #Ebola #EbolaVirus #EbolaVaccine #EbolaEpidemic #MaternalDeath #FetalDeath and the exclusion o… https://t.co/X6m0E2KUTJ,2020-01-15,45.6756162808353,59.0468823663561,neutral,,,
110,110,DR Congo: Red Cross volunteers attacked during #Ebola burial https://t.co/dA1YOQSst4,2020-01-15,47.9523576656842,61.4731063339798,negative,,,
111,111,Research in @TropMed_IntHlth: https://t.co/Y5M3keU1oj #Ebola,2020-01-15,46.432137617217,60.7851653176271,neutral,,,
112,112,Enfermedad por el virus del Ébola • Brote de ébola en Guinea • Brote epidémico • República https://t.co/BV2LnWdDw6 #ebola,2020-01-15,47.9164978738126,63.5852792380567,neutral,,,
113,113,🎧 Ce matin sur @RFI nous faisions le point sur les deux épidémies qui ravagent actuellement la République Démocrati… https://t.co/klkioPjWsY,2020-01-15,51.5979320075908,51.8970306009905,neutral,,,
114,114,A un paso de hallar la #cura del Ébola 🎯 #TodoEnUnSóloLugar https://t.co/fYT7U4A3Er #ebola #enfermedades,2020-01-15,49.7250290901916,56.0808010352616,neutral,,,
115,115,@rodrah1 Très possible. C'est la Croix-Rouge et le service de Protection Civile de la RDC qui enterre désormais tou… https://t.co/Ya0YPGFZzv,2020-01-15,45.4533212795388,55.2362206719611,positive,,,
116,116,"What we're reading, in @statnews by @HelenBranswell: ‘Against all odds’: The inside story of how scientists across… https://t.co/pQQxhMdIgZ",2020-01-15,55.5211302458787,57.175975867413,neutral,,,
117,117,"Interesting read, relevant questions 
#DRC #Ebola #HumanitarianAction 
What Will It Take To Finally End Congo's Ebo… https://t.co/XREjaLs3Qg",2020-01-15,54.0854309338985,59.4909166102812,positive,,,
118,118,Dit zou niet mogen gebeuren. Twee hulpverleners van het Rode Kruis zijn aangevallen tijdens een begrafenis van een… https://t.co/DNq9OrkUnP,2020-01-15,49.5914819309071,54.7464396164512,positive,,,
119,119,"On a front line, our volunteers are taking these hits while making THE difference in the #Ebola fight. The job of p… https://t.co/ZyHu982mAX",2020-01-15,47.8933456157197,59.8385954625198,neutral,,,
120,120,Here we are in the middle of #ClimateCrisis #WWIll #Flu #Ebola and #BedBugs then all of a sudden #BillieEilish,2020-01-15,49.1009277900416,58.5242371159084,positive,,,
121,121,First FDA-approved treatment for preventing #Ebola virus @AmerNurse2Day | #ECM https://t.co/sr90VGdv2G,2020-01-15,50.6827295839038,59.9527616297795,positive,,,
122,122,#RDC: Des volontaires de la Croix-Rouge attaqués lors de l'enterrement d'#Ebola dans le territoire de #Mambasa. Deu… https://t.co/DuyT7xUWy5,2020-01-15,46.4548136086229,59.1972465440555,neutral,,,
123,123,This is Judie Alimonti, one of the lab technicians who worked quietly for years on the #Ebola #vaccine.  Without he… https://t.co/qIPTVFPqhw,2020-01-15,49.0701873952973,58.6226753565388,negative,,
124,124,"#Biakato Mine, #Mandima Health zone. A Soldier convinced by @BarakaHumudi and @WHO #RCCE colleagues is now seated a… https://t.co/enCNmz6cQy",2020-01-15,49.7928979376769,53.3260806978432,positive,,,
125,125,#EBOLA #RDCongo « Nous avons besoin que les personnes qui seraient contaminées se sentent en confiance. C’est indis… https://t.co/GSIl0eNVLC,2020-01-15,45.3721694221734,59.5980881044154,neutral,,,
126,126,Very excited our review on research exploring post-infection #vaccine use to treat dangerous #pathogens like #Ebola… https://t.co/GAC9s15Blo,2020-01-15,45.4597716965577,55.6110124257183,neutral,,,
127,127,I dag ble to frivillige #ebola-arbeidere fra Røde Kors skadet i et angrep under en begravelse i #DRCongo. De får nå… https://t.co/vpDcrvRzuN,2020-01-15,52.315152580791,57.4103251968665,neutral,,,
128,128,Dr. Amit Uppal of NYC Health + Hospitals @BellevueHosp #inManhattan is known as a driving force for safety. He shel… https://t.co/eM5xr1twpl,2020-01-15,44.0167557399475,54.1231577935411,neutral,,,
129,129,Specialist technique used to study drugs completed for first time during #Ebola outbreak https://t.co/WDw8XUS6Y7,2020-01-15,46.1596337412382,59.0351181883006,positive,,,
130,130,"#EBOLA #Suisse Si des progrés ont été réalisés sur la #vaccination, les traitements et la prévention de la maladie,… https://t.co/WFvXCqcNbp",2020-01-15,51.8211861105099,59.4299636271996,neutral,,,
131,131,"New UofG research by Dr Janet Scott in @EBioMedicine
reveals a specialist technique used to study drugs has been co… https://t.co/F0EfisT6Sk",2020-01-15,47.7554962419257,58.9444230383019,neutral,,,
132,132,"Glad to share our paper:
Pharmacokinetics of TKM-130803 in #SierraLeone patients with #Ebola virus disease… https://t.co/at5psDS2Rr",2020-01-15,42.6571443589611,57.6147368217866,neutral,,,
133,133,I often feel very lucky to know @ryanlenorabrown &amp, particularly so when she writes stories as compellingly &amp, sensit… https://t.co/8ziUaY7VXr,2020-01-15,46.9481944442929,54.7651313824208,positive,
134,134,"Im Osten der Dem. Rep. #Kongo toben bewaffnete Konflikte, die Menschen leiden unter #Ebola und Hunger. Die Welthung… https://t.co/rMsBNS4NaP",2020-01-15,44.1895766242345,58.0477726626332,neutral,,,
135,135,#FredNatLab’s Clinical Monitoring Research Program Directorate provides high-quality research support services to a… https://t.co/Wg4l8eI2qO,2020-01-15,50.0760277532344,60.8191871188055,neutral,,,
136,136,"Stepping up to the challenge: studying drug dosage during an #Ebola outbreak - joint study of @UofGlasgow,… https://t.co/lnO3sCm3aN",2020-01-15,49.7377523454705,59.7774043267042,neutral,,,
137,137,"🩺2.89 metric tons of medical and non-medical supplies and equipment delivered to hubs in Beni and Butembo daily 

P… https://t.co/CyGXXFL8P4",2020-01-15,50.1955199685748,56.3177351769702,positive,,,
138,138,Röda Korsets lokala volontärer har genomfört enastående 20 000 säkra begravningar sedan #Ebola bröt ut i Kongo förra sommaren.,2020-01-15,47.9641444107819,54.3929441054737,neutral,,,
139,139,Två Röda Kors-volontärer attackerades och skadades i samband med en säker begravning av en person som dött av… https://t.co/8sgqfJfWJ4,2020-01-15,45.3676327806998,59.1638819691061,positive,,,
140,140,"The science stories that shaped 2019: first image of a #blackhole, progress in fight against #Ebola, and promise an… https://t.co/86uuejQOwl",2020-01-15,47.6707282118216,61.6731719353483,neutral,,,
141,141,"#DYK that #Ebola in Sierra Leone was initially seen as “a god-sent disease?

""Deaths, especially the ones connected… https://t.co/BCZ5JUPFWs",2020-01-15,43.732207910001,53.7650536160339,neutral,,,
142,142,#Ebola #EbolaDRC #EBOV in the DRC: 503 suspected/3403 total confirmed &amp, probable cases (118 probable/3285 confirmed… https://t.co/btU9Dw7GoG,2020-01-15,51.7551732472207,55.8638555365978,neutral,,
143,143,#Ebola response and community engagement: how to build a bridge? Correspondence in @TheLancet: https://t.co/S5DRQub3dS,2020-01-15,48.8620985815654,59.0417413592716,neutral,,,
144,144,"Julienne Anokon tehtävä on mennä kaukaisiin maaseudun paikkoihin, istua ja kuunnella kun ihmiset huutavat. Lue lisä… https://t.co/1u8Jejjydg",2020-01-15,47.4928235377514,59.1428446257806,neutral,,,
145,145,Suivi de l '#épidémie d' #Ebola en #RDC au 14 janvier 2020 https://t.co/YXSt8WD5jG,2020-01-15,47.4027583477363,55.3162649474942,neutral,,,
146,146,Zones de santé les plus affectées par l'#épidémie d '#Ebola en #RDC et nombre de #vaccinations  effectuées. https://t.co/6nAkC7lMSH,2020-01-15,49.1295642488796,56.6526176168099,neutral,,,
